country,Year,coffee_domestic_consumption_kg,coffee_importers_consumption_kg,coffee_total_consumption_kg,coffee_imports_kg,coffee_exports_kg,coffee_production_kg,population,coffee_per_capita_kg_per_person,gdp_per_person_employed_constppp,iso3_x,iso3_y,iso3,Share of total deaths in both sexes in those aged all ages that are from digestive diseases,Share of total deaths in both sexes in those aged all ages that are from infectious and parasitic diseases,Share of total deaths in both sexes in those aged all ages that are from respiratory diseases,"Share of total deaths in both sexes in those aged all ages that are from diabetes mellitus, blood and endocrine disorders",Share of total deaths in both sexes in those aged all ages that are from intentional injuries,Share of total deaths in both sexes in those aged all ages that are from perinatal conditions,Share of total deaths in both sexes in those aged all ages that are from respiratory infections,Share of total deaths in both sexes in those aged all ages that are from neuropsychiatric conditions,Share of total deaths in both sexes in those aged all ages that are from malignant neoplasms,Share of total deaths in both sexes in those aged all ages that are from cardiovascular diseases,Share of total deaths in both sexes in those aged all ages that are from ill-defined injuries,Share of total deaths in both sexes in those aged all ages that are from musculoskeletal diseases,Share of total deaths in both sexes in those aged all ages that are from congenital anomalies,Share of total deaths in both sexes in those aged all ages that are from maternal conditions,Share of total deaths in both sexes in those aged all ages that are from nutritional deficiencies,Share of total deaths in both sexes in those aged all ages that are from other neoplasms,Share of total deaths in both sexes in those aged all ages that are from skin diseases,Share of total deaths in both sexes in those aged all ages that are from unintentional injuries,Share of total deaths in both sexes in those aged all ages that are from ill-defined diseases,Share of total deaths in both sexes in those aged all ages that are from genitourinary diseases,units_note
Japan,2008,,423900000.0,423900000.0,423600000.0,,,128063000.0,3.310089565292083,83402.4918841693,JPN,JPN,JPN,3.829896,2.243421,5.1886935,1.9692632,2.6959743,0.06556332,10.217549,2.0113673,30.021088,29.321512,0.18522295,0.45684245,0.19135037,0.00358891,0.23319185,0.87446946,0.1018026,3.5186234,4.1887875,2.660523,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2009,,427800000.0,427800000.0,425400000.0,,,128047000.0,3.340960740977922,79864.6079136099,JPN,JPN,JPN,3.8642921,2.251317,5.381284,1.9299129,2.7322845,0.06051503,9.948637,2.1228428,30.13535,28.876532,0.20046154,0.45495746,0.18128239,0.00534214,0.22542068,0.8613978,0.10106274,3.4702,4.469355,2.708639,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2010,,431520000.0,431520000.0,444420000.0,,,128070000.0,3.3694073553525414,83467.6524010132,JPN,JPN,JPN,3.7969544,2.2196102,5.650319,1.946597,2.5064912,0.05296522,10.02421,2.2787573,29.53237,28.561285,0.2149519,0.46833283,0.18328972,0.00409353,0.22531103,0.8485295,0.11019104,3.592111,5.0291057,2.7368147,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2011,,420900000.0,420900000.0,452640000.0,,,127833000.0,3.2925770340991765,83543.0726000156,JPN,JPN,JPN,3.726779,2.1582263,5.755004,1.8899244,2.3399405,0.05011707,10.079437,2.508567,28.515018,27.838598,0.19272728,0.46086958,0.16774856,0.00343158,0.22409035,0.8382639,0.11715265,4.9386067,5.417831,2.76011,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2012,,427860000.0,427860000.0,421500000.0,,,127629000.0,3.352372893307947,84905.3270249865,JPN,JPN,JPN,3.7579226,2.1794727,6.023119,1.8866422,2.135934,0.04727948,10.039965,2.7841563,28.7312,27.93087,0.20026124,0.45910445,0.16245358,0.00397975,0.23034817,0.87331724,0.12050696,3.4793398,6.096904,2.8410668,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2013,,446100000.0,446100000.0,502860000.0,,,127445000.0,3.500333477186237,85997.7218498617,JPN,JPN,JPN,3.7484746,2.0810668,6.1737447,1.8183023,2.083826,0.04407002,9.884456,3.0484786,28.765898,27.250093,0.1940973,0.46111906,0.16390263,0.00323233,0.2283915,0.8693383,0.11549656,3.3497946,6.842127,2.858402,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2014,,449640000.0,449640000.0,459420000.0,,,127276000.0,3.5327948709890316,85560.7708873395,JPN,JPN,JPN,3.76511,2.0593808,6.362981,1.7687297,1.9474409,0.0416338,9.555037,3.2152295,28.916956,26.846735,0.1968572,0.47069767,0.16040798,0.00259229,0.22183748,0.86669016,0.12827925,3.288992,7.291022,2.8775244,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2015,,461700000.0,461700000.0,483780000.0,,,127141000.0,3.631401357547919,86597.7821013644,JPN,JPN,JPN,3.7387133,2.003264,6.5411596,1.7407962,1.8194513,0.03804892,9.609251,3.4030924,28.699657,26.277235,0.20341836,0.4727055,0.15669025,0.00340968,0.21542972,0.8796972,0.12770797,3.2148626,7.9778743,2.863743,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2016,,472320000.0,472320000.0,481560000.0,,,127076000.0,3.716830872863483,86240.9099959869,JPN,JPN,JPN,3.7214355,1.9649811,6.6574755,1.75179,1.6304364,0.03968655,9.29491,3.6214163,28.521933,25.985281,0.20309722,0.49283195,0.154464,0.00275282,0.22412574,0.8791449,0.12632403,3.1776,8.590111,2.943457,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2017,,464520000.0,464520000.0,458820000.0,,,126972000.0,3.6584443814384273,86700.1536098057,JPN,JPN,JPN,3.819018,1.8986166,6.67168,1.7430657,1.5498394,0.0359595,7.474502,4.9457736,27.852495,26.183735,0.19613592,0.6219799,0.15875892,0.00268577,0.25291014,0.971354,0.18203562,3.3446808,9.257108,2.8247602,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2018,,470040000.0,470040000.0,452400000.0,,,126811000.0,3.7066185110124517,85516.8962465425,JPN,JPN,JPN,3.8241577,1.8197832,6.8002963,1.7317078,1.49251,0.03552372,7.245077,5.180224,27.419613,25.873964,0.1887748,0.6466931,0.1472326,0.00242207,0.24778527,0.96119547,0.19516025,3.3677073,9.918824,2.8896048,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Japan,2019,,453060000.0,453060000.0,482400000.0,,,126633000.0,3.5777403994219514,84299.252416948,JPN,JPN,JPN,3.8122704,1.7484702,6.7645698,1.6904727,1.429158,0.03280011,7.2275367,5.393699,27.255587,25.328272,0.1871706,0.65136814,0.15031573,0.00231701,0.23539327,0.9732871,0.19419402,3.1913853,10.762997,2.9559197,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1900,3000000.0,,3000000.0,,,90120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1991,3000000.0,,3000000.0,,93480000.0,89100000.0,23646514.0,0.12686859466896475,11309.8220141518,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1992,3000000.0,,3000000.0,,83040000.0,90840000.0,24382460.0,0.1230392667515911,10847.104770339,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1993,3000000.0,,3000000.0,,86340000.0,78960000.0,25117188.0,0.11944012203913909,10526.4806275327,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1994,3000000.0,,3000000.0,,81480000.0,79680000.0,25857130.0,0.11602215713808918,10439.099563861,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1995,3000000.0,,3000000.0,,87000000.0,99780000.0,26601751.0,0.11277453127051675,10529.9941249568,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1996,3000000.0,,3000000.0,,114120000.0,99840000.0,27344211.0,0.10971243602530714,10611.4301133337,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1997,3000000.0,,3000000.0,,69540000.0,74820000.0,28101768.0,0.10675484901875212,10330.7775298764,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1998,3000000.0,,3000000.0,,50460000.0,52920000.0,28888057.0,0.10384914430208995,10335.3606939734,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,1999,3000000.0,,3000000.0,,66840000.0,70380000.0,29733408.0,0.10089660761390017,10224.804143758,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2001,3000000.0,,3000000.0,,65760000.0,60120000.0,31619170.0,0.0948791508442505,9859.97335625892,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2002,3000000.0,,3000000.0,,44160000.0,59460000.0,32629808.0,0.091940473569443,9528.16114668592,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2003,3000000.0,,3000000.0,,55200000.0,56700000.0,33652223.0,0.08914715678664081,9430.96361029383,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2004,3000000.0,,3000000.0,,45240000.0,40380000.0,34713455.0,0.08642182116415667,9535.74883663136,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2005,3000000.0,,3000000.0,,40380000.0,44160000.0,35796484.0,0.0838071135701484,9719.75207804972,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2006,3000000.0,,3000000.0,,35820000.0,39600000.0,36904008.0,0.08129198324474675,9976.96539206787,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2007,3000000.0,,3000000.0,,49020000.0,49560000.0,38036349.0,0.07887192327528596,10294.7017641562,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2008,3000000.0,,3000000.0,,36480000.0,39120000.0,39206351.0,0.07651821512285088,9983.77230051288,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2009,3000000.0,,3000000.0,,31500000.0,32460000.0,40408891.0,0.07424108719044034,9976.15871430245,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2010,3000000.0,,3000000.0,,31860000.0,37800000.0,41598567.0,0.0721178688679348,10427.3332068541,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2011,3000000.0,,3000000.0,,36540000.0,38460000.0,42758461.0,0.07016155235334592,10600.2392851696,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2012,3000000.0,,3000000.0,,48180000.0,45420000.0,43888303.0,0.0683553428803114,10730.4116262434,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2013,3000000.0,,3000000.0,,48900000.0,52500000.0,44986791.0,0.06668624130136333,10794.938795866,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2014,3300000.0,,3300000.0,,47940000.0,50580000.0,46051440.0,0.07165899698250479,10981.8646109225,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2015,3300000.0,,3300000.0,,42720000.0,46200000.0,47088526.0,0.07008076659694126,11169.0208589185,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2016,3600000.0,,3600000.0,,43620000.0,47940000.0,48139687.0,0.07478237239058078,11274.6646119327,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2017,3600000.0,,3600000.0,,42600000.0,47580000.0,49197766.0,0.07317405428531043,11781.3676926947,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2018,3900000.0,,3900000.0,,45180000.0,47400000.0,50207107.0,0.07767824583081435,12557.9606579795,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2019,4200000.0,,4200000.0,,50160000.0,55800000.0,51202827.0,0.08202672090742177,13354.5434747423,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Kenya,2020,4290000.0,,4290000.0,,,50640000.0,52217334.0,0.0821566263800446,13164.5801447047,KEN,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1900,0.0,,0.0,,,14340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1991,0.0,,0.0,,5880000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1992,0.0,,0.0,,6120000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1993,0.0,,0.0,,8520000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1994,0.0,,0.0,,9180000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1995,0.0,,0.0,,9900000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1996,0.0,,0.0,,8640000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1997,0.0,,0.0,,6600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1998,0.0,,0.0,,6720000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,1999,0.0,,0.0,,11460000.0,10260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
Lao People's Democratic Republic,2001,0.0,,0.0,,11880000.0,12720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee_total_consumption_kg = domestic + importers consumption (kg); coffee_imports_kg & coffee_exports_kg = trade flows (kg); coffee_per_capita_kg_per_person = total consumption / population; population & GDP/person employed from World Bank (const PPP); CVD/cancer rates: deaths per 100k (age-standardized preferred); share-of-deaths columns = proportion of total deaths by cause.
